id,installed,latitude,locked,longitude,name,bikes_count,docks_count,nbEmptyDocks,temporary,terminal_name,install_date,removal_date
56,TRUE,51.52058381,false,-0.154701411,"Paddington Street, Marylebone",8,16,7,FALSE,1033,7/10/2010,
164,TRUE,51.515607,false,-0.183118788,"Cleveland Gardens, Bayswater",9,16,7,FALSE,1178,7/16/2010,
397,TRUE,51.51348,false,-0.17977,"Devonshire Terrace, Bayswater",9,16,7,FALSE,1227,3/2/2011,
297,TRUE,51.49612799,false,-0.106000855,"Geraldine Street, Elephant & Castle",10,17,7,FALSE,3498,7/22/2010,
459,TRUE,51.535179,false,-0.03338,"Gunmakers Lane, Old Ford",10,17,7,FALSE,200014,,
472,TRUE,51.529452,false,-0.027616,"Malmesbury Road, Bow",13,21,7,FALSE,200019,1/17/2012,
577,TRUE,51.528869,false,-0.047548,"Globe Town Market, Bethnal Green",13,20,7,FALSE,200247,,
611,TRUE,51.50646524,false,-0.208486599,"Princedale Road , Holland Park",13,20,7,FALSE,200067,9/26/2013,
841,TRUE,51.500845,false,-0.074704305,"Tower Wharf, Bermondsey",13,20,7,FALSE,2667,,
152,TRUE,51.49217002,false,-0.101536865,"Hampton Street, Walworth",14,21,7,FALSE,1118,7/15/2010,
329,TRUE,51.53589283,false,-0.160854428,"Prince Albert Road, The Regent's Park",16,24,7,FALSE,2636,7/26/2010,
15,TRUE,51.51772703,false,-0.127854211,"Great Russell Street, Bloomsbury",17,26,7,FALSE,988,7/5/2010,
153,TRUE,51.511933,false,-0.174411,"Bayswater Road, Hyde Park",17,27,7,FALSE,1096,7/15/2010,
651,TRUE,51.48089844,false,-0.183853573,"Thorndike Close, West Chelsea",17,25,7,FALSE,300030,10/22/2013,
700,TRUE,51.47696496,false,-0.174347066,"Battersea Church Road, Battersea",17,25,7,FALSE,200201,11/13/2013,
757,TRUE,51.48795853,false,-0.187404506,"Harcourt Terrace, West Brompton",17,24,7,FALSE,300069,1/7/2014,
750,TRUE,51.4710956,false,-0.157850096,"Culvert Road, Battersea",19,27,7,FALSE,300080,12/5/2013,
629,TRUE,51.45995384,false,-0.190184054,"Morie Street, Wandsworth",21,28,7,FALSE,200187,10/11/2013,
816,TRUE,51.54653279,false,-0.02059759046,"Here East South, Queen Elizabeth Olympic Park",21,28,7,FALSE,300219,3/9/2017,
186,TRUE,51.51733558,false,-0.175810943,"South Wharf Road, Paddington",8,16,8,FALSE,1167,7/17/2010,
292,TRUE,51.49888404,false,-0.165471605,"Montpelier Street, Knightsbridge",8,16,8,FALSE,1206,7/22/2010,
60,TRUE,51.52644828,false,-0.172190727,"Lisson Grove, St. John's Wood",10,18,8,FALSE,1030,7/10/2010,
167,TRUE,51.49395092,false,-0.147624377,"Eccleston Place, Victoria",11,19,8,FALSE,3465,,
352,TRUE,51.486965,false,-0.116625,"Vauxhall Street, Vauxhall",11,19,8,FALSE,1224,10/11/2010,
609,TRUE,51.46512358,false,-0.157788279,"Sugden Road, Clapham",11,19,8,FALSE,200208,9/25/2013,
696,TRUE,51.48728535,false,-0.217995921,"Charing Cross Hospital, Hammersmith",11,21,8,FALSE,300018,11/11/2013,
607,TRUE,51.468814,false,-0.210279,"Putney Bridge Station, Fulham",13,21,8,FALSE,200125,,
267,TRUE,51.49206037,false,-0.132224622,"Regency Street, Westminster",14,22,8,FALSE,1155,7/21/2010,
234,TRUE,51.53450449,false,-0.106992706,"Liverpool Road (N1 Centre), Angel",15,24,8,FALSE,1081,7/20/2010,
293,TRUE,51.49815779,false,-0.209494128,"Kensington Olympia Station, Olympia",15,25,8,FALSE,1214,7/22/2010,
69,TRUE,51.5262363,false,-0.134407652,"Euston Road, Euston",16,24,8,FALSE,983,7/11/2010,
70,TRUE,51.53136059,false,-0.117069978,"Calshot Street , King's Cross",16,24,8,FALSE,1066,7/11/2010,
618,TRUE,51.47625965,false,-0.193254007,"Eel Brook Common, Walham Green",16,24,8,FALSE,300003,9/30/2013,
746,TRUE,51.4795738,false,-0.17903854,"Lots Road, West Chelsea",16,24,8,FALSE,300076,12/2/2013,
761,TRUE,51.48321729,false,-0.211860644,"Humbolt Road, Fulham",17,26,8,FALSE,300068,1/15/2014,
320,TRUE,51.49357351,false,-0.139956043,"Queen Mother Sports Centre, Victoria",18,26,8,FALSE,1148,7/23/2010,
632,TRUE,51.47053858,false,-0.163041605,"Sheepcote Lane, Battersea",19,28,8,FALSE,200176,10/8/2013,
735,TRUE,51.46489445,false,-0.17302926,"Grant Road East, Clapham Junction",20,28,8,FALSE,200120,11/25/2013,
253,TRUE,51.53404294,false,-0.086379717,"Shoreditch Park, Hoxton",22,30,8,FALSE,1051,7/21/2010,
274,TRUE,51.49671237,false,-0.20528437,"Warwick Road, Olympia",26,36,8,FALSE,1134,7/21/2010,
749,TRUE,51.53932857,false,-0.074284675,"Haggerston Road, Haggerston",29,37,8,FALSE,300081,12/4/2013,
765,TRUE,51.46760141,false,-0.20682737,"Ranelagh Gardens, Fulham",31,39,8,FALSE,300064,2/21/2014,
165,TRUE,51.517932,false,-0.183716959,"Orsett Terrace, Bayswater",6,15,9,FALSE,2585,7/16/2010,
161,TRUE,51.49234577,false,-0.141334487,"Guildhouse Street, Victoria",7,16,9,FALSE,3478,7/16/2010,
353,TRUE,51.49459148,false,-0.134234258,"Greycoat Street , Westminster",7,17,9,FALSE,10623,10/21/2010,
38,TRUE,51.4973875,false,-0.197245586,"Abingdon Villas, Kensington",8,17,9,FALSE,3442,7/8/2010,
204,TRUE,51.52659961,false,-0.112432615,"Margery Street, Clerkenwell",8,19,9,FALSE,3468,7/18/2010,
412,TRUE,51.488105,false,-0.110121,"Cleaver Street, Kennington",8,17,9,FALSE,10628,4/5/2011,
704,TRUE,51.45682071,false,-0.202802098,"Mexfield Road, East Putney",9,18,9,FALSE,200063,11/14/2013,
660,TRUE,51.49087074,false,-0.206029743,"West Kensington Station, West Kensington",10,22,9,FALSE,300020,10/25/2013,
91,TRUE,51.49368637,false,-0.111014912,"Walnut Tree Walk, Vauxhall",11,20,9,FALSE,1076,7/13/2010,
657,TRUE,51.49968,false,-0.221791551,"Blythe Road West, Shepherd's Bush",11,21,9,FALSE,200220,10/24/2013,
29,TRUE,51.513735,false,-0.193487,"Hereford Road, Bayswater",12,22,9,FALSE,1016,7/7/2010,
643,TRUE,51.5190427,false,-0.204764421,"All Saints' Road, Portobello",13,22,9,FALSE,300026,10/17/2013,
435,TRUE,51.488852,false,-0.105593,"Kennington Station, Kennington",14,23,9,FALSE,22170,12/8/2011,
485,TRUE,51.531127,false,-0.048017,"Old Ford Road, Bethnal Green",14,24,9,FALSE,22173,1/22/2012,
807,TRUE,51.5212,false,-0.208888173,"Bevington Road West, North Kensington",14,24,9,FALSE,300236,6/23/2016,
